,0,tweet
1489744,0,got another daquerie  yum!
1574927,0,@OfficialTL Makes me more excited to see it. Don't let me down! Jacob is one of my top faves 
1533301,0,ARE CHEAP 'COVERS' IMITATIONS ! Get REAL ! FAITH - HOPE - LOVE - TRUE RELIGION  http://bit.ly/VaHCd
1213636,0,checkin' these freakin' hilarious audibles on YM 
1306884,0,i'm feeling pretty damn good....happier than i've been in weeks 
1141844,0,So Proud O\of Everyone This Season; Will Miss Those of You Leaving And Can't Wait Til Next Season for More Times With Those Returning 
919493,0,Cleaning all day today after he runs off to do his stuff and setting my schedule for the week.  I feel much better now and calmer too!
1053064,0,Follow us to get our FREE great daily deals. Sign up for free as VIP shopper!  Welcome. http://tinyurl.com/vipshopper
975286,0,i'll go out for a while to buy some cds 
1161745,0,@Rove1974 Tell her Tayla Wolsley is her biggest fan and says hi 
1001765,0,"@_Anne_Hathaway We love, love, LOVE your style! "
1092024,0,"nice luvvly day in the sun, then on to a masquerade ball - all in all im liking today "
1346631,0,@iamtrefusis Most Welcome 
814513,0,@marcmawhinney Preach on Marc!! Great tweet on vision and execution!! 
1313505,0,@MATT_369 I've been good thanks  And yourself?
1530970,0,@iridescently  I fucks witchu2.
1285166,0,@adriansoare &quot;Twitter for business&quot; 
1551412,0,"@Oletros Your country i St. Louis, Missouri? "
1588685,0,Afternoon all! 
1114094,0,"@PatriaGintings Yeah, the work hard play hard manifesto needs a 'help a lot' insert "
1347246,0,@jr_on_the_cloud how's the move going?  Any data loss? 
1366490,0,@DaOriginalRage u givn me sexiii in ur icon. Yesss boo. 
1217006,0,@claicham What can I say. 
1072412,0,Time to take Ava for a walk! 
892790,0,"@thebandfar ... &quot;Have you met our drummer, the lawyer?&quot; "
1531208,0,Happy Monday! 
1147411,0,"@im_erika But of the original 5 Power Rangers, I liked the geek Billy (the blue one). Us British love to support the underdog "
1360367,0,&quot;Only&quot; one test left and then ready for summer vacations!!!!!!! can't wait - so tired 
1196899,0,Its my b-day today 
843700,0,@AlMcGourlay ahhh now i see how 2 reply 
1082217,0,@dfizzy the second one 
1264525,0,"@nileylovestory your stories are the best  loveeee niley! and your youtube is honestly amazinnnggg, so amazzinngg! haha love ur channel =]"
1039979,0,@imcudi wat is up 
1593822,0,@JonathanShearer sorry i hadnt seen your replie. i read it sometimes but never posted/registered  
860727,0,just home bored had an eventful night 
1436971,0,Waiting my turn to sing.!!  http://twitpic.com/6sy8g
1085650,0,@iammrbloom lol  super entertaining.
1404039,0,"A year today, I seen Radiohead. Who would have thought it, such an awesome night. "
1401476,0,@deanomarr It's very quiet maybe they're all at gamblers anon? 
1211442,0,@caylamk cheyaaa it was!! 
1411253,0,new background 
1350232,0,@jaecka wooo its friday...pay day ...go out and have some fun tonight 
994189,0,@alanaandjaksmom I hope she gets better soon! 
1014596,0,i heart twitter 
1421439,0,@WOAHAmber Awesome  I'll do it soon 
889644,0,@devilduckies: when david gets home 
1302163,0,@spiderogumi_ all the more reasons to love him. 
1063791,0,@lisar1167 Hey Lisa - go check your PMs if you have a free moment.... 
1214437,0,@MyNews24 I think the #newnews24 is awesome!!  well done guys 
1360793,0,@dynamiks Sushi  then possibly NY. You ?
966790,0,"@BBitt  i built it myself, but swapped processors at one point and forgot. husband knew tho  64bit"
801563,0,"@skinnylatte Hiya Chutney Mary, that is a fine avatar "
1012474,0,@jess_0000 i gor a reply from shaun diviney ;) haha u should try and get one!  xx
1432244,0,Seeing the hangover with my boytoy  !! So excitedddd!
1518400,0,goodnight my loves 
1391614,0,im downloading SIMS3 via torrent 
1019890,0,@I_HATE_CHICKEN  tee hee
1013051,0,@timbuckteeth am honoured by your #followfriday ! thanks ver much 
856845,0,"@TheDvS that's funny, I fancy an adventure like that, will there be drugs? Fingers crossed........behind my back "
993504,0,@Antlatwill goodmorning to u... 
1347641,0,No school for me today.  Going to get shoes and my laptop! Yay me! I feel liberated today. I cleaned house and got rid of the rotten p ...
1268142,0,http://twitpic.com/6g3y3 Dinner was amazing.. Thank you Adam  &lt;333
1518783,0,"@juliaakim i have a tan..finally! mwahaha, i love it, even it it's not SUPER tan..i peeled for like 5 days but now its over "
1069912,0,daamn!!! xD so..good night/morning xD It's 2am  but it's weekend..yay  love it..good night my followers 
1533200,0,"@kpatthethird yea that's basically where i live, i'm in ferndale  but you probs dunno where that is haha"
1594214,0,Stanford's Entrepreneurship Corner podcast: Spencer E. Ante - A History of Venture Capital http://ow.ly/enTj &lt;- pure gold 
1444232,0,@FlyersRule No really. It was 74 F here today. We can't *possibly* live in igloos all year round. 
1517322,0,This is a status update to twitter from ICE  Timestamp: Mon Jun 15 11:06:54 CEST 2009
1221628,0,@LukeStratford doin' the same! and enjoying my meal... have a good time! 
950540,0,@EricHicks I hated my days my Florida. It was way too hot... though I loved all the lizard. We use to wear them as earrings as kids. 
1277305,0,Trying Not To stress out !!! want to work more to achieve more things in Life 
886704,0,"@amandaseyfried good morning, doll! have a nice day! and if its any consolation, im at work too "
940216,0,@twotonedc hola love 
875999,0,@ecco5 why fight it? Do it! 
828874,0,@sundaycosmetics it's a crisp and beautiful day. Autumn is stunning 
1396224,0,"thanks to @KPOP1, i know the result for tonight's match!  (but lions lost. (( )"
1040066,0,Can anyone recommend a Twitter backup app other than http://tweetake.com/ ? (I LIKE TO BE DOUBLY SURE!!!) 
1058024,0,"I tell you I was interviewed on camera yesterday? There was a production crew on Mich. Ave. - we talked, I got on camera. Wore my shades. "
1082473,0,@nicolerichie how stoked are you that @lionel_richie aka L-Train is tweetin? lol  ps harlow is adorable!
989606,0,"*@cteicher, I like it! mmediately clear why and how, which is just what it was supposed to do. Crossing fingers. "
1251899,0,going to bed early tonight so that I can stay up late tomorrow night and watch &quot;Sid the Stud&quot; &amp; his crew in the Igloo...GO PENS GO!!!  
1242511,0,tomorrow i prepare to fail  I don't understand any of it can't wait until its ok though 
1342620,0,@johnsantangelo hm. I guess it's worth a try! thanks 
1153554,0,@olow I'm having plenty of fun tonight for ya buddy!!! 
1179906,0,@reverieBR It's really all in good fun anyway...good word of mouth for The Tenners' books!!!  
1513927,0,@DocOc Hey Arren  Thought I'd share some photos I took last week when I was at the local rainforest... http://is.gd/12jfl Enjoy!
996596,0,@haydemon Love sending postcards!? Send some of my crazy postcards to your postcrossing friends!  http://is.gd/ugVc
839187,0,@Littlebitofmoni just kidding!  they look really yummy. Now cue Jack Johnson and you're all set!
1062590,0,It's the freakin weekend I'm about to have me some funnnn 
1014400,0,Loves his baby to death. But is having a really hot affair with Windows 7 right now. 
1201196,0,Sundays would be so much better if they weren't followed by frantic Mondays in insane offices. 
1232784,0,"@camillaaxo huh i Happy Coz Ur Follow me  WeLCome ,  i like Your movie Push, Ur Very Sweet"
982661,0,Is with tasha watching V and P  didnt hear noting outside!!!
1132843,0,"@ellukas123 hehe silly, for you yea its REAAAALYY far !!  i feel sry .. mine aint that close either"
1458004,0,@jamie_oliver cool will have a look. Nice pic 
1324442,0,"@JELuttrull ..rain on your parade, Twilighters, but we at MTV try to set the record straight whenever we can. - And now you know "
818909,0,"@a_sinclair   That is one way to put it...   I deliver what he sells...  absolutely, I will be participating in the user group..."
1151844,0,@MorganH03 @harterm04 @Cory_Decakrd You kids have a good Sat. night?  I hope so!    @Sammer82 @JudgeJadams When do y'all get back?
1078380,0,@TalkAboutGames as long as you stay away from the Meatbag comments.. you've definitely lightened my mood a good deal.. Thank ya tag 
1418636,0,"@JordanSekulow  - oh man, I forgot an o, for Good Work - God work, will work though too   lol's   God Bless   Your Friend,  Vic  &gt;&lt;&gt;"
1010002,0,"@CheesyLouisey awww okay, but two more people just joined so we dont feel so retarded now "
1529092,0,In philosophy with @Abi_L  xx
957535,0,@tisyonk @dinug yayyy glad to find you two! *hugs* thought there were only me @reszzpati n @talithaxoxo. i'm in surabayaa 
1289863,0,@livexlovexdance haha i thought i did tell you!! plus finding it on twitter is super nice of me  i could've neva told you! KIDDING.
1237167,0,Just hit 2000 friends on myspace! Thanks fans!!! 
1198272,0,@BrittanyJanay - @IamSpectacular is live doing some slow jam shit - Career Suicide is in this Kids Future BUT He's Brings the Freaks Out 
1149422,0,Listening to MC interview 
1283281,0,i hope you feel better ana bear!  &lt;3 gudnite everybody!!!!
904143,0,@limyh No problem. I'm just sharing the whole list to you. 
1562742,0,"@Proog  Haha, that made me lol "
1049225,0,@spicebugsmom A few more for you to follow: @aims7 @alirushton @dillyh @Oprah @timescolonist @JohnCleese ...Welcome to Twitter mums 
1275886,0,@Tarbaby487 whaaat? Off like a bucket of prawns in the sun wtf does that mean? lol shopping definately!! I know what that means hehe 
1100200,0,Enjoying the peace and quiet of the morning hours 
862073,0,"@iloomis Yep, that's my baby bro. Now that he's done some work for PBS in addition to MTV, he's a documentarian (fka reality TV producer) "
1556079,0,i'm getting two duckies! 
1290808,0,going to take a drawing 'semester test'. then going to the poooool w/ brok? 
1107328,0,"Golfing, then waiting for the homecoming. "
1456428,0,@TrendyDiva -- LoL. i LooVEE madea. thats who i got it from. 
1278760,0,@atrybe - i feel exactly the same dude. E3 looks superb this year. 
993522,0,Taken delivery of rechargeable AA batteries and charger. Back to XBox gaming later then 
998192,0,"Mornin' all, happy new week, happy Blackberry Winter!   Brrr, it's cold!"
1280620,0,Ok will do 
1237184,0,@bclinkinbeard Congrats brotha.  You gonna teach him Flex 3 or take him straight to Gumbo?  
948733,0,@Midnight_Eyes heck yes! It's the worlds largest johnsonville bratfest after all 
1430891,0,crunk tonite.? rawr. 
1000622,0,Thank you to everyone who followed me. Although I could have more followers..Like 1000?? lol 
1213862,0,@Tinkabellastar http://twitpic.com/6e4kv - and it wont be your last either! you mind your hay fever so close to those flowers 
878026,0,@rosehwang thnx for callin me good people...#followfriday on sunday for you  tweet me up sometime
1089932,0,packing extravaganza just took place here... i'm awestruck at the help of friends &amp; the fact that i'm packed up a day early!!  what!!
1132857,0,Off on a lesbian adventure in Baltimore. Which means I have no idea where they are taking me 
1322489,0,@xklamation thanks  hope he will succeed
1387643,0,@esmeeworld just saw on esmeefans.org that there is a article with you in the teen magazine &quot;bravo&quot;. It's in deutsch  going to buy it now
1289799,0,@stroughtonsmith  I hear ya - thanks!
1206989,0,"Yup...golf, work, move friend...even threw in a nap! Very productive day "
851588,0,I can't stop listening to Daydreamer by Menswear.  90s britpop memories FTW 
902710,0,"@fudgecrumpet hope it isnt too hot a summer then.hows little one today,being good i hope.lol "
1337545,0,its hot hot hot 
1014114,0,yay bradies HOTT and i just got twitter  yay
1072667,0,Tessa and I are crashing the French 4 Party!! 
1260503,0,@MarleeMatlin anyone whose been to the dentist lately knows exactly what you crazy ladies are talking about! 
919451,0,@KINGREF thank u dear 
1598095,0,wants to watch 17 Again :ï¼¤ yay Sterling Knight is in it?!! 
1528575,0,@matthewcarey ah my voice of reason. It IS my 2nd favourite show after all 
875176,0,@KonvictMuzik yoo wusssup  how u been
902369,0,"@Buchautor Hi Michael!  Wow, thanks for the kind words! Now I must find love connections for you just for your bg alone! "
894749,0,@kristintheresa Haha that might be a good idea. 
808304,0,"@krystalle whoo, I have been craving more information on that one "
877892,0,@RahkRahk LMFAOOOO ahhh shit! it's that bad!? There's more fishys in the sea 
1381900,0,If you are passionate about success in any area of life - watch carefully any sentence that begins with; 'I don't like...' Hugs N 
978073,0,"am watching the first series of charmed, again "
1266446,0,****Exciting technology!! http://tinyurl.com/d7evqy ask me for more details!! or direct message me. 
1505964,0,@kristi_o Good luck!! Praying for you. 
943959,0,@LondonJ08 we are good ! Thanks ...  Time for me to go home now 4.30 pm .. :-p
1389164,0,@daniella__ awwww &lt;3 you just made my day! well arent you a good girl  maybe next time.
1270686,0,@100acre grain farm-  I love how my job takes me all over  http://myloc.me/2lbR
1495884,0,@whatyoudeserve You're welcome 
860653,0,wondering why this world is so fucked. Really have faith the youth today will assist in a better world  no pressure LOL
1227178,0,"@SpikeRocks yup.  and dammit if they won't answer my many e-mails, calls and faxes for a callback.  "
1287133,0,@gingeebee Hope you made it thru the storms OK last night 
1249692,0,@lumalfoy Hi lu hope you're doing better. I had sent you a direct message just in case you were worried. tweet to you soon 
838590,0,Going to get ready to go out to eat 
1098451,0,@Kelsbells Imagine a mop then shrink it over and over until its a suitable size to wash the dishes with. 
1439618,0,Definitely started reading Twilight again on this trip. Bonne Nuit Twitter! 
1015605,0,@Andreaimi1 thanks for asking btw. 
1527695,0,We are all awake and enjoying freshly baked muffins that were made by @lordsirmies 
945574,0,@BradWyman @adamrifkin told me to contact you about something related to LOOK. Can you DM me please? 
821936,0,@Chalkycat  Not as bad as when I met Dom full frontal  on the landing early one morning !!! 
1488698,0,@Lamb_Bella I am good thanks just missing mike 
1418168,0,@simoncurtis Palm Pre is on Trending Topics! When I saw that I immediately thought of you.  http://twurl.nl/0xc5ks
960951,0,"Perfect last night/morning of college. Fam, friends, fun, food, drinks &amp; dancing till the sun comes up. Totally worth only 2 hrs of sleep "
1054679,0,Joe is the best for driving to my favorite Chinese in Glasgow for dinner. 
1369141,0,@dk It's ok lah. Let my Corp comms colleague to settle it... But still Thank u for helping to plug abt the event! 
1402283,0,Mm wispa and coffee nice little break 
921778,0,@tipiwell Hi  Have U prepared gifts and greetings 4your mom ? Cuz to day is Mother's Day :x
1507638,0,"@zh3n to be fair, I only eat at purple onion after 1am "
1004135,0,Listening to music! 
1465375,0,"@andrew2803 Hey, plz follow back "
1073963,0,is on a hot date with my boyfriend 
1171310,0,"@islandchic hmm ok then, will trying selling later.. Now njoy Heart Break! I mean Prison break.. Watevaaa!! "
1003499,0,http://twitpic.com/5oie6 - at universal 
937112,0,Eating toast bread with peanut butter. Yummy! 
1177378,0,playing  the Simpsons Monopoly with my little brother Arthur  !
1451149,0,@JackAllTimeLow Australia is gonna miss youu 
1115787,0,@oprah say Happy Birthday to @AliAdler please!!! 
832816,0,@claudia_mcfly you got your name back 
1071726,0,On the train to the convention centrefor my WestJet profit share cheque. 
1156416,0,off to MBK - as suggested by some of my  followers 
1586025,0,"great portfolio of vector illustrations, enjoy http://kallwejt.com/ , seeing a lot of great talent coming out eastern block "
1301818,0,@bearpupuk Yeah - this ep is probably the weakest - keep with the series though  - (Dollhouse related)
880636,0,Is on the tolet. talk to me! 
843116,0,"@PursuitBrooke Are you more of a Summer person? I am loving the dull, cold weather  #centralcoastnsw"
1350793,0,@reallyarobot no. I'm thinking I should do some of that myself 
1096820,0,Is enjoying twitter on his blackberry 
976051,0,Berlin here I come  buhhbye to all yo little creeperss xDD &lt;3
1180384,0,"@RobPattinson_ I cant seem to find the full version of Let me Sign, do you know where I can listen to it?  Thank you very much."
1387345,0,Super Junior on Music Core minus Hangeng and Kibum (obviously).  EEEH FISHY.
1265566,0,"@stretcharmy Dim Mak was sick! ripped it apart! Vegas was cool n fun, SF was dope, people went nuts! LA friday was fire !  yeah was good!"
1062582,0,@BradleyWill I like you much better when you dont refer to you in the third person. 
1589428,0,Scratch that last tweet :] Going to school at about 10:40 for 3rd.  Listening to Thinder-Boys Like Girls :] &lt;3
1509608,0,@ElizabethThe i like to use tea tree oil 
1530439,0,i am praying tomorrow never comes.... on the bright side can't w8 to see all my friends  do you miss me too?
908550,0,"@victoriastrauss you know, i would love to see 5 lies editors believe about writers. #justsayin "
955339,0,Rents 20th anvrsry! All out 2night gtin treatd  ..bt iv decidd i refuse to leav this room/ use my iphone till i gt a gd A on ppqs!! :p .xx
834496,0,parkkk with brad then reppin see hil park with my bezzinnn i love jaddyy &lt;3 
1454158,0,Watching Gossip Girl 
1521171,0,"@sioksiok:   Yup, perhaps @communicateasia can register for TEDxSMU licence. "
1374882,0,"@lovelypaperie Canada isn't so appealing to me. Any place you recommend?  New Zealand one day, but not now  it's winter over there now. "
918554,0,Should I say goodnight or good morning? 
1492147,0,http://twitpic.com/6v3wf - awesome night with awesome friends  im so cold now :/ cap don't seem to help.. ugh 
1578093,0,God Bless Youtube 
877815,0,http://twitpic.com/4gsah - beans and belle 
1589354,0,Today is a big day !    I Buy my Jonas Brothers album = D
1422933,0,With some of my favorite people. 
1075077,0,@marcusunlimited Excellent alternative! 
903413,0,@scullyrific Hell Yeah! 
1197159,0,@Elisabeth_89 sounds like a good 'un 
1465712,0,@AnneLubnerDsign Sounds absolutely perfect.  Now get off the computer and enjoy! 
1358219,0,@ontheroadto Thank you. I look forward to tweeting with you too. 
1271871,0,"@mjlaw dunno i dont really check, i just tweet "
1467551,0,Wordpress a go go! 
1592594,0,"@nettie_b I'm not moving anywhere! It only snows like, once or twice a year here. And I never have to leave when it does. "
984490,0,New York is near. I see it already. 
812428,0,@followthatdog We should talk urban chicken. I am SO getting some when my house is done. 
1075622,0,@Jonasbrothers i love fly with me and paranoid...i cant wait for your album 
932191,0,mauie good luck on your vtr's 
977551,0,Well good night twitterers Lmao  ... Another great day lets see Wut tomorrow brings lol  lol
1373982,0,Major guitar practice later. And night driving. Whee. 
1040288,0,"@sizzlemaker Isn't smart and sexy so cool?  Matter of fact, she still looks pretty good after all these years"
1189213,0,@Mbdeskin BE SURE! It's fun and it's easy and you can stalk people.  Love your face.
894514,0,@astrowebgirl yeah either that or send starbuck's to hollywood by the case  to get attention! LoL (the nuts campaign for Jericho to CBS) 
1318477,0,@ankita_gaba Awww... Dont worry she would be back soon with lots of gifts for you.. Call and SMS her. She might be missing you too.. 
996214,0,"@AbbyThompson Steven Halpern has some beautiful music for chakra work. Maybe he has come nice, soothing ceremony music. "
1029068,0,made an awesome cake 
1099077,0,beautiful weekend ahead 
926896,0,Happy Mother's Day to all the strong and beautiful mom's 
1580096,0,..... Warning (lol) I am just about to Meditate... I should be back in 20mins!x See you then!x  ..... I wrote 15hrs ago
1101663,0,"@LeighBC  Nope - no idea who that is   L5P: Vortex, a sushi place I've never been to, and chains @ Edgewood (RuSan, Figo, 5Guys, Shane's)"
1238497,0,@hijadecano mmm a beautiful soulful toe tapping way to start off the morning. thank you 
861699,0,"@hodgepodge93 It's on youtube?! Do you have a link, by any chance? "
1026094,0,Had a nice day today although my boy had a fever. He was in a great mood though. Funny boy. 
1045371,0,YOU'LL SEE! 
1006848,0,@Justine_xxx Happy birthday  x
1060436,0,@ahannula it's the free part that makes the strawberries and champagne twice as good 
1178781,0,@aprilyim I will definately try. Look out for my tweet around midnight. Warning: it's melancholic depressive music. 
928852,0, that went really well. I love stacy!
1009884,0,@mugunthkumar okay  have fun
1143085,0,"&quot;Ojos que no ven corazï¿½n que no siente...&quot; Good shit.  Also, go Cavs, let the Lakers kill you.  And wonderful performance my kids made! "
1596329,0,just got home. watching cupid 2009 ep 6! 
1354138,0,@WestEndActress Muahhaa I have Maoams 
857904,0,@rebecca_iscool Starred! That HAS TO BE the lamest reason for getting Twitter ever! 
933011,0,Chillin at my layover in Phoenix before heading back home to the OC. Watching to see who the Lakers will beat in the finals 
1055544,0,@craigy1 Thanks for the reply - starting to feel better now 
1527973,0,@sevinnyne6126 a bad girl gone good 
958426,0,loves Brothers and Sisters 
965194,0,@tommcfly you souns so amazing right now! iLoveYou xx 
882144,0,@liljjdagreat hey whats up punk lol  what you doing isnt it past your bedtime
915604,0,@simoncurtis HAHA ...Your Hotter Than Justin Timberlake 
1446638,0,LA is the bomb like tick tick! 
916253,0,@Mayor_of_Twtr Beautiful! 
975341,0,@3ricaNicole Love those lyrics  David Crowder Band rocks! What song is that?
1468307,0,@CUTIEBEAUTY0098 http://twitpic.com/6ttn3 - WOW looks soo funy haaa  LOL
1212131,0,"@Vanessa_Vee  so good, once you've peeled all that nasty white stuff off "
1228832,0,is working all day. Not a bad start to summer 
1310312,0,Laying on the living room floor because the plug in is close for my phone lol.I said i refused to be without my phone while I sleep 
1304080,0,"@sceaterian Thanks for the offer, but I think I'll pass if the chef is saying it was pretty gross... I have a mystery shop to do anyway "
1268065,0,drawing @HillyHindi and @HannahHindi from the @HillywoodShow as the Joker and Harley Quinn..coming out prrety cool this drawing 
1139790,0,Still waiting...I should have brought my camera. The guys are being hilarious! 
837336,0,going to lions choice then I get to go home and do lots of laundry 
1091173,0,Officially accepting suggestions for what to do with http://DimagKaDahi.com and http://rotikapdaaurmakaan.com 
1016453,0,"@MaryWilhite Hi Mary! I'm well thanks, working on a few written things today (content type stuff). How are you? Lovely to hear from you!! "
1203383,0,@trucminhvo is the sweetest! 
1167558,0,jus joined twitter.. n is tryin 2 figure out all abt it.. 
1178238,0,Surprise retirement party. Yay 
963459,0,@the__fragile oh ok. I'm still betting on girl.  how's Mom doing? Do they give the time of birth?
962007,0,@BrownstonePR There will be greens and veggies too... and you can have the burger without the bun (veggie burger if you want). Come... 
934101,0,@dannywood Happy birthday!! I hope you do everything I'd be tempted to do!! 
1151104,0,i could watch the mtv movie awards tomorrow just for andy samberg. mmm andy samberg 
1516501,0,It's official .Deposit just paid. Our house was sold in just 4 days. WOAH! And now think I may have found a new house to buy to boot 
1519997,0,@shontelle_layne fans need 2 gt goin nd start votin!Shon fans we ave 2 gt her 2 top 20! http://bit.ly/WnhrM  
1364303,0,is studying for finals~ It's feels SO GOOD to be done with college FOREVER!!!! 
1038128,0,"We did @MissKellyO, he's doing that male &quot;I am doing this under duress&quot; thing isn't he... we'll give him the benefit of the doubt "
1560337,0,@Lauraeliece HEEEEEEEEEEEEYYYY LAURA!!!  &quot;LET THAT BOOTIE FREE&quot; LOL (inside joke guys) 
1414652,0,@Killsbury3 @graf808 agrees w/your advice on what to bring for camping. 
1281605,0,"@destroytheearth Plus there is nothing to eat there but Denny's, Benegan's, TGIF, Chilli's, Outback Steak House and Key Lime Pie "
1515645,0,Still some iphones top win on #squarespace ! 
1192085,0,On a happyier note MTV awards are 2night 
1243271,0,@cupcakemafia You're welcome! 
1275621,0,@dailysocial I've pimped your Buzz5 show in my FB stream. I'll collect the fee later 
1224978,0,Added joel on facebook! 
1440531,0,I missed you anthony! My only follower is back. 
1242219,0,"When life hands you cranberries and pineapples instead of a lemon,,, make an energy drink.                           www.kingofenergy.com"
1438018,0,@JoannieBradford have fun and take care. talk to you tomorrow (my timezone). 
1548272,0,@andrea_r so it would seem. Good if you wanted your own multi-user video site (also known as a news agency) 
1233468,0,Too bad @retrorewind doesn't come on my radio here in sc  Brooke  
1255705,0,@David_Henrie David call selena she wants u to call her  oxox
970767,0,@DJIronik okay now your the most famous person ive got a reply from!! YAAAAAAAAYYY..  x
1019184,0,Pondering theater... 
922201,0,@Jonasbrothers hey guys i saw yesterday's episode and i wall laughing  tell ur mom &quot;Happy Mothers Day&quot;  and that she's great 
1355281,0,@salvadorurrea my traktor 3 set up  tried traktor scratch but too much hassle mapping my controller http://yfrog.com/akhatj
1406450,0,@tommcfly haha my 2 favourite things in one pic Coffee and Apple  you seem to as big of a coffee junkie as me =P #McFLY #coffee
875177,0,just dropped off my sisters prom stuff she's gonna look amazing 
1197180,0,just left tarboro headed through roraps on home to dc ... Thank you Greg 
1576048,0,Follow me. Follow you. 
1194833,0,@stephaaaaaniex you will be fine. dont worry about it. i freaked out too with my first exam. once you get started it is all good  x
984290,0,suddenly remembered how much i LOVE to work under pressure  - feel totally alive!
866547,0,nearly finished video 
929350,0,@Julia_13 oh not yet... i will when im done with my Brooke comment 
1062536,0,*sigh* i wanna fall in love with my own antonio banderas 
807778,0,@JasonBradbury bad luck I blame the geeks 
1162115,0,"81 degrees F today in Sundsvall, Sweden. Think I'll live on ice cream today... YUM ... "
803803,0,"good morning, good morning, how is the world with you? good morning, good morning to youuuuu! "
1362697,0,"@ltrujillo83 OK sweet pea, added the 2 in tthat bunch who I was not following  you are awesome!!"
1110660,0,@LittleFletcher Some flowers  x
884772,0,I'm in a hot air ballooonn 
1415294,0,@hdavidson11 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1066035,0,and ladies: u cant put good makeup in a 99 cents makeup bag! 
1493077,0,@rudedoodle damn good point re: bnp &amp; ni politics. At least the greens are getting in yet. That would be pure fucking madness 
1472937,0,"I want to the usa in 2010 to 2011 USA, california,los angeles &lt;333 with STS. Read my blog- www.leneskomsvold.blogg.no "
1363185,0,What an amazing evening! Fish and chips at cromer then tea and cake at morgans  I love the weekend!!
1382309,0,@mitchelmusso hey mitchel i â¥ u and u're amazing 
1136666,0,Need to move my Amazon UK wishlist to Amazon US.  That'll take a good while.  Not that anyone uses them but me anyway 
1183179,0,Its Sunday! 
1125909,0,"@phinnia it's so rofltastic and ridiculous.  which is the best part of bbc scifi, really! have you watched Out of the Rain yet?"
1303567,0,sad as it sounds..i have been listening to some beautiful classical music. ahhh. to play like that. 
1089664,0,blahhh i miss him i cant wait for monday time 
1158911,0,Member Pics thread as active as ever...Checkout the latest and post your own!  http://is.gd/KwHz
1135090,0,got my nails did today!  they look hella cute!
1304513,0,@ohsnapitsalyssa and @zmoney682 okay  i'll deliver them myself lol
1032364,0,@falcon124 Have fun! I got my Heavy Artic licence years ago and have never really used it 
1518541,0,@modestofamous had fun blowing bubbles with you today. 
1527263,0,Kim Evans shoot underway! Traci Richards @ 2:00 PM. Smiles to all 
1043772,0,"@katrinamcarter When I did it, I literally thought...&quot;I AM OLD NOW!!&quot;   "
1024569,0,@toddschoonover Thanks! Those are 2 of my favorites as well 
856803,0,@kristenstewart9 Hello Kristen love your work 
855281,0,@Suryal With his mind silly. he is Sylar after all. 
853758,0,@DAEONE I'm pretty sure we will be there!! Yayah!! 
1027706,0,Still feelin sickly but on my toes for the interveiw tmro. Need this job! I'm glad I'm an awesome friend too. Always makin' smiles happen 
1504912,0,"@uberChick He he... I'm also an Open source activist, just reminding the OS which was inspiration to Linux. Cheers "
841581,0,twitter test 
1252497,0,@jennlevine Hopefully the cravings will be gone by then and i can just go to the gym 
1133284,0,"Blackberry's back!  Tay's baby shower, then up to Anthonys. Work in the morning."
906378,0,@dougiemcfly have fun walking home on your own  xo
966533,0,The Festï¿½s on 
922657,0,watching Fanboys 
1097766,0,"hangin' out w/ the girls,ugh yeaaah "
1025452,0,"@_cailin Teehee. I'm weirdly good at naming films, despite having not seen most of them. And I like puzzles "
1572545,0,@jackdied Which font? I was a little typographical-heavy when I made those sites so you need to be more specific. 
1213664,0,@kimbykat I have afeeling I will like tess if shes anything like you.  Are you walking to work? I sit close by? I told Sean you were.
979898,0,Methinks I watch too much tv 
1210694,0,So this girl jess def a lot of fun to talk to  I think I may have found someone to keep me happy for awhile...donno yet
1422033,0,"@dwheeler that makes two of us! Whilst someone fans us and feeds us grapes, right? Right. "
1185277,0,@thechildoftime Of course not  its only your FINAL!!!!!!!!!! vedm... 
865328,0,https://bugs.launchpad.net/bugs/56125 really does need to get fixed 
1522959,0,@robmargel go to the dinosaur park at combe martin  its great. they have a fully animatronic T-Rex 
1522592,0,@Fearnecotton sounds great! bet you can't wait to get your head down and get some sleep! 
1096991,0,"@AnoopDoggDesai back at the hotel. Cu Chi Tunnel is Amazing!! going to downtown in an hour to see war remnants, behn tahn market, etc!! "
1249216,0,@EthanSuplee lol... That Stavros Flatley tweet really made me laugh Ethan. 
929898,0,@buckbuck01 Okay we'll do it 
1241144,0,"dreaming about cold beer and good company, hey while where at it, why not a syncron beer with mr dalsgaard "
1026373,0,"@Cheryl314 So far, so good!  Hope you're enjoying your holiday girlfriend! "
1301647,0,@yaseminx3 good that we've got something in common. 
1482466,0,i love The Office  big tuna
1552295,0,Wow who knew lighting stuff on fire would be so much fun!!! 
1585652,0,@arekkutronic Hey I only follow him for the laughs and the memories of when I was 15 and had a mental age of 10 
1171642,0,seriously should have saved off my local TFS workspace and then brought it back over after the paving   what was I thinking?
1438496,0,i hate mopping...on the plus side my dad put tinted windows on my car!!!!!!!!!! very much excited.   
1422944,0,"@sharlynnx awww thats so sweet! you too, i love our convo's   cos we're cool  x"
1229572,0,Happy New Month! 
883354,0,@recnamorcen shud have explored that when i was there... 
956309,0,@bamp123456 ooh thanks 
